------------------------------------------------------------
 Drain Current vs. Drain Voltage
------------------------------------------------------------
Drain Voltage (V), Drain Current (A)
                   0,          -8.8522e-25
          0.00502513,          5.94403e-10
           0.0100503,          1.17775e-09
           0.0150754,          1.73979e-09
           0.0201005,          2.27178e-09
           0.0251256,          2.76691e-09
           0.0301508,          3.22058e-09
           0.0351759,          3.63034e-09
            0.040201,          3.99567e-09
           0.0452261,          4.31763e-09
           0.0502513,          4.59849e-09
           0.0552764,          4.84132e-09
           0.0603015,          5.04966e-09
           0.0653266,          5.22724e-09
           0.0703518,          5.37775e-09
           0.0753769,           5.5047e-09
            0.080402,          5.61137e-09
           0.0854271,          5.70069e-09
           0.0904523,          5.77529e-09
           0.0954774,          5.83744e-09
            0.100503,          5.88914e-09
            0.105528,           5.9321e-09
            0.110553,          5.96775e-09
            0.115578,          5.99733e-09
            0.120603,          6.02188e-09
            0.125628,          6.04227e-09
            0.130653,          6.05924e-09
            0.135678,           6.0734e-09
            0.140704,          6.08527e-09
            0.145729,          6.09529e-09
            0.150754,          6.10383e-09
            0.155779,          6.11121e-09
            0.160804,           6.1177e-09
            0.165829,          6.12356e-09
            0.170854,          6.12901e-09
            0.175879,          6.13424e-09
            0.180905,          6.13947e-09
             0.18593,           6.1449e-09
            0.190955,          6.15073e-09
             0.19598,          6.15721e-09
            0.201005,          6.16458e-09
             0.20603,          6.17315e-09
            0.211055,          6.18326e-09
             0.21608,          6.19532e-09
            0.221106,          6.20983e-09
            0.226131,          6.22737e-09
            0.231156,          6.24866e-09
            0.236181,          6.27454e-09
            0.241206,          6.30602e-09
            0.246231,          6.34426e-09
            0.251256,          6.39058e-09
            0.256281,          6.44642e-09
            0.261307,          6.51327e-09
            0.266332,           6.5926e-09
            0.271357,          6.68564e-09
            0.276382,          6.79323e-09
            0.281407,           6.9156e-09
            0.286432,          7.05218e-09
            0.291457,          7.20149e-09
            0.296482,          7.36116e-09
            0.301508,          7.52807e-09
            0.306533,          7.69865e-09
            0.311558,          7.86922e-09
            0.316583,          8.03635e-09
            0.321608,          8.19717e-09
            0.326633,          8.34956e-09
            0.331658,          8.49222e-09
            0.336683,          8.62464e-09
            0.341709,          8.74702e-09
            0.346734,          8.86011e-09
            0.351759,          8.96503e-09
            0.356784,          9.06313e-09
            0.361809,          9.15587e-09
            0.366834,          9.24468e-09
            0.371859,          9.33081e-09
            0.376884,          9.41535e-09
             0.38191,          9.49905e-09
            0.386935,          9.58238e-09
             0.39196,          9.66542e-09
            0.396985,          9.74798e-09
             0.40201,          9.82955e-09
            0.407035,          9.90944e-09
             0.41206,          9.98689e-09
            0.417085,          1.00611e-08
            0.422111,          1.01314e-08
            0.427136,          1.01972e-08
            0.432161,          1.02584e-08
            0.437186,          1.03147e-08
            0.442211,          1.03663e-08
            0.447236,          1.04137e-08
            0.452261,          1.04572e-08
            0.457286,          1.04974e-08
            0.462312,          1.05351e-08
            0.467337,          1.05708e-08
            0.472362,          1.06055e-08
            0.477387,          1.06397e-08
            0.482412,          1.06742e-08
            0.487437,          1.07097e-08
            0.492462,          1.07469e-08
            0.497487,          1.07866e-08
            0.502513,          1.08295e-08
            0.507538,          1.08764e-08
            0.512563,          1.09283e-08
            0.517588,          1.09862e-08
            0.522613,          1.10512e-08
            0.527638,          1.11246e-08
            0.532663,          1.12076e-08
            0.537688,          1.13015e-08
            0.542714,          1.14075e-08
            0.547739,          1.15267e-08
            0.552764,          1.16599e-08
            0.557789,          1.18074e-08
            0.562814,           1.1969e-08
            0.567839,           1.2144e-08
            0.572864,          1.23307e-08
            0.577889,          1.25272e-08
            0.582915,          1.27305e-08
             0.58794,          1.29376e-08
            0.592965,           1.3145e-08
             0.59799,          1.33494e-08
            0.603015,          1.35476e-08
             0.60804,          1.37369e-08
            0.613065,          1.39153e-08
             0.61809,          1.40813e-08
            0.623116,          1.42341e-08
            0.628141,          1.43736e-08
            0.633166,          1.45003e-08
            0.638191,           1.4615e-08
            0.643216,          1.47189e-08
            0.648241,          1.48134e-08
            0.653266,          1.49001e-08
            0.658291,          1.49805e-08
            0.663317,          1.50562e-08
            0.668342,          1.51286e-08
            0.673367,          1.51988e-08
            0.678392,          1.52679e-08
            0.683417,          1.53366e-08
            0.688442,          1.54053e-08
            0.693467,          1.54742e-08
            0.698492,           1.5543e-08
            0.703518,          1.56115e-08
            0.708543,           1.5679e-08
            0.713568,          1.57449e-08
            0.718593,          1.58085e-08
