------------------------------------------------------------
 Drain Current vs. Drain Voltage
------------------------------------------------------------
Drain Voltage (V), Drain Current (A)
                   0,           6.8403e-25
          0.00502513,          1.17704e-09
           0.0100503,          2.33219e-09
           0.0150754,          3.44516e-09
           0.0201005,          4.49862e-09
           0.0251256,          5.47911e-09
           0.0301508,          6.37752e-09
           0.0351759,          7.18897e-09
            0.040201,          7.91245e-09
           0.0452261,          8.55008e-09
           0.0502513,          9.10633e-09
           0.0552764,          9.58731e-09
           0.0603015,                1e-08
           0.0653266,          1.03518e-08
           0.0703518,          1.06501e-08
           0.0753769,          1.09018e-08
            0.080402,          1.11133e-08
           0.0854271,          1.12906e-08
           0.0904523,          1.14388e-08
           0.0954774,          1.15624e-08
            0.100503,          1.16655e-08
            0.105528,          1.17515e-08
            0.110553,          1.18231e-08
            0.115578,          1.18829e-08
            0.120603,          1.19331e-08
            0.125628,          1.19754e-08
            0.130653,          1.20112e-08
            0.135678,           1.2042e-08
            0.140704,          1.20689e-08
            0.145729,          1.20928e-08
            0.150754,          1.21146e-08
            0.155779,          1.21352e-08
            0.160804,          1.21553e-08
            0.165829,          1.21757e-08
            0.170854,           1.2197e-08
            0.175879,          1.22202e-08
            0.180905,           1.2246e-08
             0.18593,          1.22754e-08
            0.190955,          1.23095e-08
             0.19598,          1.23494e-08
            0.201005,          1.23965e-08
             0.20603,          1.24524e-08
            0.211055,           1.2519e-08
             0.21608,          1.25984e-08
            0.221106,           1.2693e-08
            0.226131,          1.28056e-08
            0.231156,          1.29393e-08
            0.236181,          1.30975e-08
            0.241206,          1.32839e-08
            0.246231,          1.35022e-08
            0.251256,          1.37565e-08
            0.256281,          1.40502e-08
            0.261307,          1.43867e-08
            0.266332,          1.47681e-08
            0.271357,          1.51957e-08
            0.276382,           1.5669e-08
            0.281407,          1.61857e-08
            0.286432,          1.67415e-08
            0.291457,            1.733e-08
            0.296482,          1.79431e-08
            0.301508,          1.85719e-08
            0.306533,          1.92069e-08
            0.311558,           1.9839e-08
            0.316583,          2.04605e-08
            0.321608,          2.10656e-08
            0.326633,          2.16508e-08
            0.331658,          2.22152e-08
            0.336683,          2.27601e-08
            0.341709,           2.3289e-08
            0.346734,          2.38068e-08
            0.351759,          2.43195e-08
            0.356784,          2.48336e-08
            0.361809,          2.53552e-08
            0.366834,            2.589e-08
            0.371859,          2.64418e-08
            0.376884,          2.70129e-08
             0.38191,          2.76033e-08
            0.386935,          2.82104e-08
             0.39196,          2.88294e-08
            0.396985,          2.94535e-08
             0.40201,          3.00743e-08
            0.407035,          3.06827e-08
             0.41206,          3.12695e-08
            0.417085,          3.18268e-08
            0.422111,          3.23476e-08
            0.427136,          3.28272e-08
            0.432161,          3.32627e-08
            0.437186,           3.3653e-08
            0.442211,          3.39988e-08
            0.447236,          3.43021e-08
            0.452261,          3.45657e-08
            0.457286,          3.47931e-08
            0.462312,           3.4988e-08
            0.467337,          3.51543e-08
            0.472362,          3.52955e-08
            0.477387,          3.54152e-08
            0.482412,          3.55165e-08
            0.487437,          3.56021e-08
            0.492462,          3.56746e-08
            0.497487,          3.57361e-08
            0.502513,          3.57884e-08
            0.507538,          3.58331e-08
            0.512563,          3.58717e-08
            0.517588,          3.59053e-08
            0.522613,          3.59349e-08
            0.527638,          3.59615e-08
            0.532663,          3.59859e-08
            0.537688,          3.60088e-08
            0.542714,          3.60309e-08
            0.547739,           3.6053e-08
            0.552764,          3.60755e-08
            0.557789,          3.60991e-08
            0.562814,          3.61243e-08
            0.567839,          3.61518e-08
            0.572864,          3.61821e-08
            0.577889,          3.62157e-08
            0.582915,          3.62534e-08
             0.58794,          3.62958e-08
            0.592965,          3.63437e-08
             0.59799,           3.6398e-08
            0.603015,          3.64599e-08
             0.60804,          3.65307e-08
            0.613065,           3.6612e-08
             0.61809,          3.67058e-08
            0.623116,          3.68144e-08
            0.628141,          3.69405e-08
            0.633166,          3.70871e-08
            0.638191,          3.72575e-08
            0.643216,          3.74552e-08
            0.648241,           3.7684e-08
            0.653266,          3.79475e-08
            0.658291,          3.82488e-08
            0.663317,          3.85905e-08
            0.668342,          3.89742e-08
            0.673367,          3.94001e-08
            0.678392,          3.98666e-08
            0.683417,          4.03699e-08
            0.688442,          4.09044e-08
            0.693467,          4.14624e-08
            0.698492,          4.20344e-08
            0.703518,          4.26101e-08
            0.708543,          4.31788e-08
            0.713568,          4.37304e-08
            0.718593,          4.42558e-08
            0.723618,           4.4748e-08
            0.728643,          4.52016e-08
            0.733668,          4.56136e-08
            0.738693,          4.59829e-08
            0.743719,          4.63101e-08
            0.748744,          4.65969e-08
            0.753769,           4.6846e-08
            0.758794,          4.70609e-08
            0.763819,          4.72449e-08
            0.768844,          4.74017e-08
            0.773869,          4.75348e-08
            0.778894,          4.76475e-08
             0.78392,          4.77426e-08
            0.788945,          4.78228e-08
             0.79397,          4.78903e-08
            0.798995,          4.79473e-08
             0.80402,          4.79953e-08
            0.809045,          4.80358e-08
             0.81407,          4.80701e-08
            0.819095,          4.80992e-08
            0.824121,           4.8124e-08
            0.829146,          4.81453e-08
            0.834171,          4.81637e-08
            0.839196,          4.81798e-08
            0.844221,          4.81941e-08
            0.849246,           4.8207e-08
            0.854271,          4.82189e-08
            0.859296,            4.823e-08
            0.864322,          4.82407e-08
            0.869347,          4.82511e-08
            0.874372,          4.82614e-08
            0.879397,          4.82717e-08
            0.884422,           4.8282e-08
            0.889447,          4.82924e-08
            0.894472,          4.83028e-08
            0.899497,          4.83131e-08
            0.904523,          4.83233e-08
            0.909548,          4.83332e-08
            0.914573,          4.83426e-08
            0.919598,          4.83517e-08
            0.924623,          4.83602e-08
            0.929648,          4.83681e-08
            0.934673,          4.83755e-08
            0.939698,          4.83824e-08
            0.944724,          4.83887e-08
            0.949749,          4.83947e-08
            0.954774,          4.84004e-08
            0.959799,          4.84059e-08
            0.964824,          4.84112e-08
            0.969849,          4.84166e-08
            0.974874,          4.84219e-08
            0.979899,          4.84275e-08
            0.984925,          4.84331e-08
             0.98995,           4.8439e-08
            0.994975,          4.84451e-08
                   1,          4.84514e-08

