------------------------------------------------------------
 Drain Current vs. Drain Voltage
------------------------------------------------------------
Drain Voltage (V), Drain Current (A)
                   0,          1.45105e-33
          0.00502513,          2.76686e-09
           0.0100503,          4.59837e-09
           0.0150754,          5.50441e-09
           0.0201005,          5.88842e-09
           0.0251256,           6.0404e-09
           0.0301508,           6.0989e-09
           0.0351759,          6.12119e-09
            0.040201,          6.12964e-09
           0.0452261,          6.13284e-09
           0.0502513,          6.13405e-09
           0.0552764,          6.13451e-09
           0.0603015,          6.13468e-09
           0.0653266,          6.13475e-09
           0.0703518,          6.13477e-09
           0.0753769,          6.13478e-09
            0.080402,          6.13479e-09
           0.0854271,          6.13479e-09
           0.0904523,          6.13479e-09
           0.0954774,          6.13479e-09
            0.100503,          6.13479e-09
            0.105528,          6.13479e-09
            0.110553,          6.13479e-09
            0.115578,          6.13479e-09
            0.120603,          6.13479e-09
            0.125628,          6.13479e-09
            0.130653,          6.13479e-09
            0.135678,          6.13479e-09
            0.140704,          6.13479e-09
            0.145729,          6.13479e-09
            0.150754,          6.13479e-09
            0.155779,          6.13479e-09
            0.160804,          6.13479e-09
            0.165829,          6.13479e-09
            0.170854,          6.13479e-09
            0.175879,          6.13479e-09
            0.180905,          6.13479e-09
             0.18593,          6.13479e-09
            0.190955,          6.13479e-09
             0.19598,          6.13479e-09
            0.201005,          6.13479e-09
             0.20603,          6.13479e-09
            0.211055,          6.13479e-09
             0.21608,          6.13479e-09
            0.221106,          6.13479e-09
            0.226131,          6.13479e-09
            0.231156,          6.13479e-09
            0.236181,           6.1348e-09
            0.241206,          6.13481e-09
            0.246231,          6.13484e-09
            0.251256,          6.13491e-09
            0.256281,          6.13512e-09
            0.261307,          6.13566e-09
            0.266332,           6.1371e-09
            0.271357,          6.14104e-09
            0.276382,          6.15216e-09
            0.281407,          6.18528e-09
            0.286432,          6.28507e-09
            0.291457,          6.55193e-09
            0.296482,           7.0959e-09
            0.301508,          7.84505e-09
            0.306533,          8.50231e-09
            0.311558,           8.8931e-09
            0.316583,          9.07483e-09
            0.321608,          9.14969e-09
            0.326633,          9.17897e-09
            0.331658,          9.19019e-09
            0.336683,          9.19446e-09
            0.341709,          9.19608e-09
            0.346734,          9.19672e-09
            0.351759,          9.19702e-09
            0.356784,          9.19728e-09
            0.361809,          9.19778e-09
            0.366834,          9.19903e-09
            0.371859,          9.20228e-09
            0.376884,          9.21078e-09
             0.38191,          9.23276e-09
            0.386935,          9.28766e-09
             0.39196,          9.41357e-09
            0.396985,          9.65364e-09
             0.40201,          9.98361e-09
            0.407035,          1.02796e-08
             0.41206,          1.04593e-08
            0.417085,           1.0544e-08
            0.422111,           1.0579e-08
            0.427136,          1.05927e-08
            0.432161,           1.0598e-08
            0.437186,             1.06e-08
            0.442211,          1.06008e-08
            0.447236,          1.06011e-08
            0.452261,          1.06012e-08
            0.457286,          1.06013e-08
            0.462312,          1.06014e-08
            0.467337,          1.06016e-08
            0.472362,          1.06022e-08
            0.477387,          1.06038e-08
            0.482412,          1.06078e-08
            0.487437,          1.06177e-08
            0.492462,          1.06396e-08
            0.497487,          1.06785e-08
            0.502513,          1.07269e-08
            0.507538,          1.07659e-08
            0.512563,          1.07878e-08
            0.517588,          1.07977e-08
            0.522613,          1.08017e-08
            0.527638,          1.08033e-08
            0.532663,          1.08039e-08
            0.537688,          1.08043e-08
            0.542714,          1.08046e-08
            0.547739,          1.08054e-08
            0.552764,          1.08075e-08
            0.557789,          1.08128e-08
            0.562814,          1.08268e-08
            0.567839,          1.08631e-08
            0.572864,          1.09549e-08
            0.577889,          1.11713e-08
            0.582915,          1.16103e-08
             0.58794,          1.22901e-08
            0.592965,          1.30485e-08
             0.59799,          1.37392e-08
            0.603015,          1.43215e-08
             0.60804,          1.47278e-08
            0.613065,          1.49458e-08
             0.61809,          1.50428e-08
            0.623116,           1.5082e-08
            0.628141,          1.50972e-08
            0.633166,           1.5103e-08
            0.638191,          1.51053e-08
            0.643216,          1.51061e-08
            0.648241,          1.51064e-08
            0.653266,          1.51066e-08
            0.658291,          1.51068e-08
            0.663317,          1.51073e-08
            0.668342,          1.51085e-08
            0.673367,          1.51117e-08
            0.678392,            1.512e-08
            0.683417,          1.51412e-08
            0.688442,          1.51931e-08
            0.693467,          1.53069e-08
            0.698492,          1.55057e-08
            0.703518,          1.57493e-08
            0.708543,          1.59565e-08
            0.713568,           1.6097e-08
            0.718593,          1.61802e-08
            0.723618,          1.62219e-08
            0.728643,          1.62401e-08
            0.733668,          1.62474e-08
            0.738693,          1.62503e-08
            0.743719,          1.62514e-08
            0.748744,          1.62518e-08
            0.753769,           1.6252e-08
            0.758794,          1.62523e-08
            0.763819,          1.62527e-08
            0.768844,           1.6254e-08
            0.773869,          1.62572e-08
            0.778894,           1.6265e-08
             0.78392,          1.62831e-08
            0.788945,          1.63206e-08
             0.79397,          1.63903e-08
            0.798995,          1.64969e-08
             0.80402,          1.66114e-08
            0.809045,          1.66925e-08
             0.81407,          1.67344e-08
            0.819095,          1.67525e-08
            0.824121,          1.67597e-08
            0.829146,          1.67625e-08
            0.834171,          1.67635e-08
            0.839196,           1.6764e-08
            0.844221,          1.67641e-08
            0.849246,          1.67643e-08
            0.854271,          1.67645e-08
            0.859296,          1.67649e-08
            0.864322,          1.67661e-08
            0.869347,          1.67694e-08
            0.874372,          1.67778e-08
            0.879397,          1.67998e-08
            0.884422,          1.68559e-08
            0.889447,          1.69906e-08
            0.894472,          1.72749e-08
            0.899497,          1.77444e-08
            0.904523,          1.83049e-08
            0.909548,          1.88287e-08
            0.914573,          1.92621e-08
            0.919598,          1.95589e-08
            0.924623,           1.9717e-08
            0.929648,          1.97872e-08
            0.934673,          1.98156e-08
            0.939698,          1.98267e-08
            0.944724,          1.98309e-08
            0.949749,          1.98325e-08
            0.954774,          1.98331e-08
            0.959799,          1.98335e-08
            0.964824,          1.98339e-08
            0.969849,          1.98347e-08
            0.974874,          1.98369e-08
            0.979899,          1.98425e-08
            0.984925,          1.98568e-08
             0.98995,          1.98908e-08
