------------------------------------------------------------
 Drain Current vs. Drain Voltage
------------------------------------------------------------
Drain Voltage (V), Drain Current (A)
                   0,         -5.15714e-25
          0.00502513,          5.93232e-10
           0.0100503,          1.18421e-09
           0.0150754,          1.77026e-09
           0.0201005,           2.3488e-09
           0.0251256,          2.91741e-09
           0.0301508,          3.47387e-09
           0.0351759,          4.01615e-09
            0.040201,          4.54251e-09
           0.0452261,          5.05147e-09
           0.0502513,          5.54182e-09
           0.0552764,          6.01265e-09
           0.0603015,           6.4633e-09
           0.0653266,          6.89341e-09
           0.0703518,          7.30286e-09
           0.0753769,          7.69174e-09
            0.080402,           8.0604e-09
           0.0854271,          8.40932e-09
           0.0904523,          8.73918e-09
           0.0954774,          9.05079e-09
            0.100503,          9.34507e-09
            0.105528,          9.62305e-09
            0.110553,          9.88581e-09
            0.115578,          1.01345e-08
            0.120603,          1.03704e-08
            0.125628,          1.05946e-08
            0.130653,          1.08084e-08
            0.135678,          1.10132e-08
            0.140704,            1.121e-08
            0.145729,          1.14003e-08
            0.150754,          1.15852e-08
            0.155779,           1.1766e-08
            0.160804,          1.19439e-08
            0.165829,          1.21202e-08
            0.170854,           1.2296e-08
            0.175879,          1.24726e-08
            0.180905,           1.2651e-08
             0.18593,          1.28326e-08
            0.190955,          1.30182e-08
             0.19598,          1.32091e-08
            0.201005,          1.34063e-08
             0.20603,          1.36109e-08
            0.211055,          1.38237e-08
             0.21608,          1.40457e-08
            0.221106,          1.42778e-08
            0.226131,          1.45207e-08
            0.231156,          1.47751e-08
            0.236181,          1.50418e-08
            0.241206,           1.5321e-08
            0.246231,          1.56133e-08
            0.251256,           1.5919e-08
            0.256281,          1.62382e-08
            0.261307,          1.65708e-08
            0.266332,          1.69168e-08
            0.271357,           1.7276e-08
            0.276382,           1.7648e-08
            0.281407,          1.80322e-08
            0.286432,           1.8428e-08
            0.291457,          1.88348e-08
            0.296482,          1.92518e-08
            0.301508,           1.9678e-08
            0.306533,          2.01126e-08
            0.311558,          2.05547e-08
            0.316583,          2.10032e-08
            0.321608,          2.14573e-08
            0.326633,           2.1916e-08
            0.331658,          2.23783e-08
            0.336683,          2.28435e-08
            0.341709,          2.33105e-08
            0.346734,          2.37785e-08
            0.351759,          2.42467e-08
            0.356784,          2.47143e-08
            0.361809,          2.51804e-08
            0.366834,          2.56442e-08
