------------------------------------------------------------
 Drain Current vs. Drain Voltage
------------------------------------------------------------
Drain Voltage (V), Drain Current (A)
            0.603015,          1.38541e-08
             0.60804,          1.41689e-08
            0.613065,          1.44252e-08
             0.61809,          1.46241e-08
            0.623116,          1.47723e-08
            0.628141,          1.48792e-08
            0.633166,          1.49548e-08
            0.638191,          1.50077e-08
            0.643216,          1.50451e-08
            0.648241,          1.50725e-08
            0.653266,          1.50943e-08
            0.658291,          1.51138e-08
            0.663317,          1.51343e-08
            0.668342,          1.51589e-08
            0.673367,          1.51909e-08
            0.678392,          1.52339e-08
            0.683417,          1.52914e-08
            0.688442,           1.5366e-08
            0.693467,          1.54581e-08
            0.698492,           1.5565e-08
            0.703518,          1.56802e-08
            0.708543,          1.57947e-08
            0.713568,          1.59004e-08
            0.718593,          1.59912e-08
            0.723618,          1.60645e-08
            0.728643,          1.61209e-08
            0.733668,          1.61627e-08
            0.738693,          1.61931e-08
            0.743719,          1.62151e-08
            0.748744,          1.62316e-08
            0.753769,          1.62449e-08
            0.758794,           1.6257e-08
            0.763819,          1.62697e-08
            0.768844,          1.62848e-08
            0.773869,          1.63041e-08
            0.778894,          1.63294e-08
             0.78392,           1.6362e-08
            0.788945,          1.64026e-08
             0.79397,          1.64504e-08
            0.798995,          1.65027e-08
             0.80402,          1.65556e-08
            0.809045,          1.66048e-08
             0.81407,          1.66474e-08
            0.819095,          1.66819e-08
            0.824121,          1.67088e-08
            0.829146,          1.67295e-08
            0.834171,          1.67457e-08
            0.839196,          1.67594e-08
            0.844221,          1.67726e-08
            0.849246,          1.67874e-08
            0.854271,          1.68061e-08
            0.859296,          1.68317e-08
            0.864322,          1.68682e-08
            0.869347,          1.69206e-08
            0.874372,          1.69956e-08
            0.879397,          1.71007e-08
            0.884422,          1.72437e-08
            0.889447,          1.74305e-08
            0.894472,           1.7662e-08
            0.899497,          1.79318e-08
            0.904523,          1.82255e-08
            0.909548,          1.85237e-08
            0.914573,           1.8806e-08
            0.919598,          1.90561e-08
            0.924623,          1.92644e-08
            0.929648,          1.94287e-08
            0.934673,          1.95526e-08
            0.939698,           1.9643e-08
            0.944724,          1.97078e-08
            0.949749,          1.97542e-08
            0.954774,          1.97882e-08
            0.959799,           1.9815e-08
            0.964824,          1.98386e-08
            0.969849,          1.98625e-08
            0.974874,          1.98902e-08
            0.979899,           1.9925e-08
            0.984925,          1.99698e-08
             0.98995,          2.00273e-08
            0.994975,          2.00987e-08
                   1,          2.01832e-08

