------------------------------------------------------------
 Drain Current vs. Drain Voltage
------------------------------------------------------------
Drain Voltage (V), Drain Current (A)
                   0,         -2.29863e-24
          0.00502513,          2.98131e-10
           0.0100503,          5.94862e-10
           0.0150754,          8.88818e-10
           0.0201005,          1.17868e-09
           0.0251256,          1.46319e-09
           0.0301508,          1.74121e-09
           0.0351759,          2.01169e-09
            0.040201,          2.27372e-09
           0.0452261,          2.52651e-09
           0.0502513,          2.76943e-09
           0.0552764,          3.00196e-09
           0.0603015,          3.22375e-09
           0.0653266,          3.43454e-09
           0.0703518,          3.63424e-09
           0.0753769,          3.82284e-09
            0.080402,          4.00042e-09
           0.0854271,          4.16719e-09
           0.0904523,           4.3234e-09
           0.0954774,          4.46937e-09
            0.100503,          4.60549e-09
            0.105528,          4.73215e-09
            0.110553,          4.84981e-09
            0.115578,          4.95893e-09
            0.120603,          5.05999e-09
            0.125628,          5.15347e-09
            0.130653,          5.23985e-09
            0.135678,           5.3196e-09
            0.140704,          5.39319e-09
            0.145729,          5.46108e-09
            0.150754,          5.52369e-09
            0.155779,          5.58146e-09
            0.160804,           5.6348e-09
            0.165829,          5.68408e-09
            0.170854,          5.72967e-09
            0.175879,          5.77194e-09
            0.180905,          5.81122e-09
             0.18593,          5.84782e-09
            0.190955,          5.88206e-09
             0.19598,          5.91421e-09
            0.201005,          5.94456e-09
             0.20603,          5.97338e-09
            0.211055,          6.00091e-09
             0.21608,           6.0274e-09
            0.221106,          6.05309e-09
            0.226131,          6.07821e-09
            0.231156,          6.10297e-09
            0.236181,           6.1276e-09
            0.241206,          6.15231e-09
            0.246231,          6.17731e-09
            0.251256,           6.2028e-09
            0.256281,            6.229e-09
            0.261307,          6.25612e-09
            0.266332,          6.28434e-09
            0.271357,          6.31387e-09
            0.276382,          6.34493e-09
            0.281407,           6.3777e-09
            0.286432,          6.41238e-09
            0.291457,          6.44917e-09
            0.296482,          6.48826e-09
            0.301508,          6.52983e-09
            0.306533,          6.57405e-09
            0.311558,          6.62109e-09
            0.316583,           6.6711e-09
            0.321608,          6.72422e-09
            0.326633,          6.78055e-09
            0.331658,          6.84019e-09
            0.336683,          6.90321e-09
            0.341709,          6.96964e-09
            0.346734,           7.0395e-09
            0.351759,          7.11276e-09
            0.356784,          7.18936e-09
            0.361809,          7.26921e-09
            0.366834,          7.35217e-09
            0.371859,          7.43807e-09
            0.376884,          7.52674e-09
             0.38191,          7.61792e-09
            0.386935,          7.71139e-09
             0.39196,          7.80686e-09
            0.396985,          7.90405e-09
             0.40201,          8.00268e-09
            0.407035,          8.10245e-09
             0.41206,          8.20308e-09
            0.417085,          8.30431e-09
            0.422111,          8.40588e-09
            0.427136,          8.50757e-09
            0.432161,          8.60918e-09
            0.437186,          8.71053e-09
            0.442211,           8.8115e-09
            0.447236,          8.91198e-09
            0.452261,           9.0119e-09
            0.457286,          9.11123e-09
            0.462312,          9.20994e-09
            0.467337,          9.30806e-09
            0.472362,          9.40561e-09
            0.477387,          9.50264e-09
            0.482412,          9.59923e-09
            0.487437,          9.69544e-09
            0.492462,          9.79136e-09
            0.497487,          9.88707e-09
            0.502513,          9.98266e-09
            0.507538,          1.00782e-08
            0.512563,          1.01738e-08
            0.517588,          1.02695e-08
            0.522613,          1.03654e-08
            0.527638,          1.04616e-08
            0.532663,           1.0558e-08
            0.537688,          1.06548e-08
            0.542714,           1.0752e-08
            0.547739,          1.08494e-08
            0.552764,          1.09473e-08
            0.557789,          1.10454e-08
            0.562814,          1.11439e-08
            0.567839,          1.12425e-08
            0.572864,          1.13412e-08
            0.577889,            1.144e-08
            0.582915,          1.15386e-08
             0.58794,          1.16369e-08
            0.592965,          1.17348e-08
             0.59799,          1.18321e-08
            0.603015,          1.19287e-08
             0.60804,          1.20243e-08
            0.613065,          1.21187e-08
             0.61809,          1.22119e-08
            0.623116,          1.23037e-08
            0.628141,          1.23939e-08
            0.633166,          1.24825e-08
            0.638191,          1.25692e-08
            0.643216,          1.26542e-08
            0.648241,          1.27372e-08
            0.653266,          1.28184e-08
            0.658291,          1.28977e-08
            0.663317,          1.29751e-08
            0.668342,          1.30507e-08
            0.673367,          1.31246e-08
            0.678392,          1.31968e-08
            0.683417,          1.32675e-08
            0.688442,          1.33368e-08
            0.693467,          1.34048e-08
            0.698492,          1.34715e-08
            0.703518,          1.35373e-08
