------------------------------------------------------------
 Current-Voltage
------------------------------------------------------------
Voltage, Current
                   0,         1.308315e-05
                 0.1,         1.583501e-05
                 0.2,          1.88135e-05
                 0.3,         2.196733e-05
                 0.4,         2.537194e-05
                 0.5,          4.23258e-05
                 0.6,         7.005248e-05
                 0.7,          3.76923e-05
                 0.8,          4.26078e-05
                 0.9,         4.771847e-05
                   1,         5.308088e-05
                 1.1,         5.839051e-05
                 1.2,          6.35782e-05
                 1.3,         6.809353e-05
                 1.4,         7.181772e-05
                 1.5,         7.454338e-05

