------------------------------------------------------------
 Current-Voltage
------------------------------------------------------------
Voltage, Current
                   0,         1.588666e-11
                 0.1,         2.333961e-10
                 0.2,         3.633277e-09
                 0.3,         6.653184e-08
                 0.4,         1.149366e-06
                 0.5,         8.982454e-06
                 0.6,         1.090017e-05
                 0.7,         1.888287e-05
                 0.8,         2.723206e-05
                 0.9,         3.520546e-05
                   1,         4.298945e-05
                 1.1,         5.024413e-05
                 1.2,         5.624732e-05
                 1.3,         6.105054e-05
                 1.4,         6.439193e-05
                 1.5,         6.652294e-05

