------------------------------------------------------------
 Drain Current vs. Drain Voltage
------------------------------------------------------------
Drain Voltage (V), Drain Current (A)
                   0,         -1.56048e-13
           0.0344828,          1.03991e-09
           0.0689655,          2.40338e-09
            0.103448,           4.3604e-09
            0.137931,          6.97419e-09
            0.172414,          9.92866e-09
            0.206897,          1.26416e-08
            0.241379,          1.46739e-08
            0.275862,          1.59455e-08
            0.310345,          1.65926e-08
            0.344828,          1.67646e-08
             0.37931,          1.65379e-08
            0.413793,          1.59357e-08
            0.448276,          1.50243e-08
            0.482759,          1.40097e-08
            0.517241,          1.31783e-08
            0.551724,          1.27199e-08
            0.586207,          1.26999e-08
             0.62069,          1.31821e-08
            0.655172,          1.43218e-08
            0.689655,          1.63539e-08
            0.724138,          1.94262e-08
            0.758621,          2.33036e-08
            0.793103,           2.7272e-08
            0.827586,          3.05618e-08
            0.862069,          3.28468e-08
            0.896552,          3.42461e-08
            0.931034,           3.5038e-08
            0.965517,          3.54662e-08
                   1,          3.56921e-08

