------------------------------------------------------------
 Drain Current vs. Drain Voltage
------------------------------------------------------------
Drain Voltage (V), Drain Current (A)
                   0,          6.97885e-62
           0.0344828,          5.09102e-19
           0.0689655,          4.01182e-16
            0.103448,          3.16133e-13
            0.137931,          2.45683e-10
            0.172414,          1.63126e-08
            0.206897,          1.77888e-08
            0.241379,          1.77909e-08
            0.275862,          1.77909e-08
            0.310345,          1.77909e-08
            0.344828,          1.77909e-08
             0.37931,          1.77909e-08
            0.413793,          1.77909e-08
            0.448276,          1.78058e-08
            0.482759,           2.1284e-08
            0.517241,          2.27577e-08
            0.551724,          2.27604e-08
            0.586207,          2.27604e-08
             0.62069,          2.27763e-08
            0.655172,          3.22623e-08
            0.689655,          6.15942e-08
            0.724138,          6.17469e-08
            0.758621,          6.17471e-08
            0.793103,          6.17471e-08
            0.827586,          6.17471e-08
            0.862069,          6.17471e-08
            0.896552,          6.17471e-08
            0.931034,          6.17483e-08
            0.965517,          6.26286e-08
                   1,           7.8735e-08

