------------------------------------------------------------
 Drain Current vs. Drain Voltage
------------------------------------------------------------
Drain Voltage (V), Drain Current (A)
                   0,          6.92424e-62
           0.0344828,          5.09102e-19
           0.0689655,          4.01182e-16
            0.103448,          3.16133e-13
            0.137931,          2.45683e-10
            0.172414,          1.63126e-08
            0.206897,          1.77888e-08
            0.241379,          1.77909e-08
            0.275862,          1.77909e-08
            0.310345,          1.77909e-08
            0.344828,          1.77909e-08
             0.37931,          1.77909e-08
            0.413793,          1.77909e-08
            0.448276,          1.77825e-08
            0.482759,          1.57581e-08
            0.517241,          1.48609e-08
            0.551724,          1.48592e-08
            0.586207,          1.48592e-08
             0.62069,          1.48581e-08
            0.655172,          1.41771e-08
            0.689655,          1.15407e-08
            0.724138,          1.15244e-08
            0.758621,          1.15244e-08
            0.793103,          1.15244e-08
            0.827586,          1.15244e-08
            0.862069,          1.15244e-08
            0.896552,          1.15244e-08
            0.931034,           1.1527e-08
            0.965517,          1.34559e-08
                   1,          3.55797e-08

