------------------------------------------------------------
 Drain Current vs. Drain Voltage
------------------------------------------------------------
Drain Voltage (V), Drain Current (A)
                   0,          4.99208e-46
           0.0344828,          5.09102e-19
           0.0689655,          4.01182e-16
            0.103448,          3.16133e-13
            0.137931,          2.45683e-10
            0.172414,          1.63126e-08
            0.206897,          1.77888e-08
            0.241379,          1.77909e-08
            0.275862,          1.77909e-08
            0.310345,          1.77909e-08
            0.344828,          1.77909e-08
             0.37931,          1.77909e-08
            0.413793,          1.77944e-08
            0.448276,          2.03276e-08
            0.482759,          5.86675e-08
            0.517241,           6.1742e-08
            0.551724,          6.17471e-08
            0.586207,          6.17471e-08
             0.62069,          6.17471e-08
            0.655172,          6.17471e-08
            0.689655,          6.17471e-08
            0.724138,          6.17474e-08
            0.758621,          6.19884e-08
            0.793103,          7.76995e-08
            0.827586,          7.91368e-08
            0.862069,          7.91388e-08
            0.896552,          7.91388e-08
            0.931034,          7.91388e-08
            0.965517,          7.91388e-08
                   1,          7.91388e-08

