------------------------------------------------------------
 Drain Current vs. Drain Voltage
------------------------------------------------------------
Drain Voltage (V), Drain Current (A)
                   0,          -1.5607e-13
           0.0344828,          1.03831e-09
           0.0689655,          2.40001e-09
            0.103448,          4.35527e-09
            0.137931,           6.9685e-09
            0.172414,          9.92593e-09
            0.206897,          1.26485e-08
            0.241379,          1.47018e-08
            0.275862,          1.60142e-08
            0.310345,          1.67382e-08
            0.344828,          1.70514e-08
             0.37931,          1.70707e-08
            0.413793,          1.68565e-08
            0.448276,          1.64607e-08
            0.482759,          1.59688e-08
            0.517241,          1.54814e-08
            0.551724,          1.50479e-08
            0.586207,          1.46427e-08
             0.62069,          1.42033e-08
            0.655172,          1.36945e-08
            0.689655,          1.31619e-08
            0.724138,          1.27291e-08
            0.758621,          1.25319e-08
            0.793103,          1.26825e-08
            0.827586,          1.33127e-08
            0.862069,          1.46269e-08
            0.896552,          1.68731e-08
            0.931034,          2.01502e-08
            0.965517,          2.41193e-08
                   1,          2.80064e-08

