------------------------------------------------------------
 Drain Current vs. Drain Voltage
------------------------------------------------------------
Drain Voltage (V), Drain Current (A)
                   0,         -1.20094e-29
           0.0344828,          5.37225e-13
           0.0689655,           9.3916e-12
            0.103448,          1.62318e-10
            0.137931,          2.46075e-09
            0.172414,           1.3107e-08
            0.206897,          1.74335e-08
            0.241379,            1.777e-08
            0.275862,          1.77897e-08
            0.310345,          1.77908e-08
            0.344828,          1.77908e-08
             0.37931,            1.779e-08
            0.413793,          1.77749e-08
            0.448276,           1.7535e-08
            0.482759,          1.59584e-08
            0.517241,          1.49567e-08
            0.551724,          1.48647e-08
            0.586207,          1.48547e-08
             0.62069,          1.47774e-08
            0.655172,          1.38428e-08
            0.689655,          1.19102e-08
            0.724138,          1.15492e-08
            0.758621,          1.15258e-08
            0.793103,          1.15244e-08
            0.827586,          1.15245e-08
            0.862069,          1.15263e-08
            0.896552,          1.15585e-08
            0.931034,          1.21065e-08
            0.965517,          1.88154e-08
                   1,          3.30374e-08

