------------------------------------------------------------
 Drain Current vs. Drain Voltage
------------------------------------------------------------
Drain Voltage (V), Drain Current (A)
                   0,         -1.14509e-30
           0.0344828,          5.37225e-13
           0.0689655,           9.3916e-12
            0.103448,          1.62318e-10
            0.137931,          2.46075e-09
            0.172414,           1.3107e-08
            0.206897,          1.74335e-08
            0.241379,            1.777e-08
            0.275862,          1.77897e-08
            0.310345,          1.77908e-08
            0.344828,          1.77906e-08
             0.37931,          1.77861e-08
            0.413793,          1.77086e-08
            0.448276,          1.65825e-08
            0.482759,          1.25504e-08
            0.517241,          1.15846e-08
            0.551724,          1.15278e-08
            0.586207,          1.15246e-08
             0.62069,          1.15244e-08
            0.655172,          1.15255e-08
            0.689655,          1.15437e-08
            0.724138,          1.18565e-08
            0.758621,          1.62561e-08
            0.793103,          3.12331e-08
            0.827586,          3.56054e-08
            0.862069,          3.59158e-08
            0.896552,          3.59338e-08
            0.931034,          3.59349e-08
            0.965517,          3.59349e-08
                   1,          3.59349e-08

