------------------------------------------------------------
 Current-Voltage
------------------------------------------------------------
Voltage, Current
                   0,         4.385843e-15
                 0.1,         5.049718e-14
                 0.2,         8.259939e-13
                 0.3,         5.089496e-12
                 0.4,         8.809201e-11
                 0.5,         1.986309e-09
                 0.6,         6.906356e-08
                 0.7,         1.374949e-06
                 0.8,         3.964497e-06
                 0.9,         4.815681e-06
                   1,         4.281457e-06
                 1.1,         3.991346e-06
                 1.2,         4.456866e-06
                 1.3,         5.747394e-06
                 1.4,         7.456877e-06
                 1.5,         8.941739e-06

