------------------------------------------------------------
 Current-Voltage
------------------------------------------------------------
Voltage, Current
                   0,                    0
                 0.1,         4.265593e-05
                 0.2,         8.086499e-05
                 0.3,         0.0001350539
                 0.4,         0.0001571541
                 0.5,         0.0001666492
                 0.6,         0.0001676012
                 0.7,         0.0001707593
                 0.8,          0.000171043
                 0.9,         0.0001710152
                   1,         0.0001709653

