------------------------------------------------------------
 Current-Voltage
------------------------------------------------------------
Voltage, Current
                   0,                    0
                 0.1,         0.0001467265
                 0.2,         0.0002800904
                 0.3,         0.0003724845
                 0.4,         0.0004024077
                 0.5,          0.000433275
                 0.6,         0.0004593703
                 0.7,         0.0004728046
                 0.8,         0.0004797938
                 0.9,          0.000487634
                   1,         0.0004893994

