------------------------------------------------------------
 Current-Voltage
------------------------------------------------------------
Voltage, Current
                   0,                    0
                 0.1,         6.505465e-06
                 0.2,         1.154609e-05
                 0.3,         1.699061e-05
                 0.4,          2.25118e-05
                 0.5,         2.837168e-05
                 0.6,         3.453611e-05
                 0.7,         4.040365e-05
                 0.8,         4.695521e-05
                 0.9,         5.350189e-05
                   1,         5.958606e-05

