------------------------------------------------------------
 Current-Voltage
------------------------------------------------------------
Voltage, Current
                   0,         2.976044e-14
                 0.1,         8.492798e-13
                 0.2,         2.329482e-11
                 0.3,         6.005486e-10
                 0.4,         1.376656e-08
                 0.5,         2.252119e-07
                 0.6,         1.866299e-06
                 0.7,         6.736864e-06
                 0.8,         1.522432e-05
                 0.9,         2.674076e-05
                   1,         3.986233e-05
                 1.1,         5.399929e-05
                 1.2,         8.243773e-05
                 1.3,         0.0001074425
                 1.4,         0.0001110301
                 1.5,         0.0001113415

