------------------------------------------------------------
 Current-Voltage
------------------------------------------------------------
Voltage, Current
                   0,         1.789103e-09
                 0.1,         1.489971e-08
                 0.2,         1.094172e-07
                 0.3,         6.305596e-07
                 0.4,         2.542894e-06
                 0.5,         7.422057e-06
                 0.6,         1.631738e-05
                 0.7,         2.897428e-05
                 0.8,         4.755005e-05
                 0.9,         6.896947e-05
                   1,         9.603092e-05
                 1.1,          0.000124079
                 1.2,         0.0001597856
                 1.3,         0.0002002854
                 1.4,          0.000241392
                 1.5,         0.0002730237

