------------------------------------------------------------
 Current-Voltage
------------------------------------------------------------
Voltage, Current
                   0,          3.51674e-15
                 0.1,         9.956817e-14
                 0.2,         2.646631e-12
                 0.3,         6.888791e-11
                 0.4,         1.538398e-09
                 0.5,         2.828461e-08
                 0.6,         2.009012e-07
                 0.7,         6.336727e-07
                 0.8,         1.287742e-06
                 0.9,         1.925452e-06
                   1,         2.484547e-06
                 1.1,         3.041606e-06
                 1.2,          3.64514e-06
                 1.3,          4.08914e-06
                 1.4,         4.335319e-06
                 1.5,         4.446693e-06

