------------------------------------------------------------
 Current-Voltage
------------------------------------------------------------
Voltage, Current
                   0,                    0
                 0.1,         0.0001147591
                 0.2,          0.000119677
                 0.3,         0.0001171868
                 0.4,          0.000111669
                 0.5,         0.0001055269
                 0.6,          0.000102424
                 0.7,         9.975878e-05
                 0.8,         0.0001011568
                 0.9,         0.0001001261
                   1,         9.805735e-05

