------------------------------------------------------------
 Current-Voltage
------------------------------------------------------------
Voltage, Current
                   0,                    0
                 0.1,         1.336434e-05
                 0.2,         1.414109e-05
                 0.3,          1.84738e-05
                 0.4,         1.513241e-05
                 0.5,         1.724312e-05
                 0.6,         1.943931e-05
                 0.7,         2.217829e-05
                 0.8,         2.448306e-05
                 0.9,         2.840459e-05
                   1,         9.651001e-05

