------------------------------------------------------------
 Current-Voltage
------------------------------------------------------------
Voltage, Current
                   0,                    0
                 0.1,         5.053696e-14
                 0.2,         1.110738e-15
                 0.3,          1.05332e-16
                 0.4,         1.701061e-13
                 0.5,         1.241393e-13
                 0.6,          6.88643e-09
                 0.7,         9.285474e-09
                 0.8,         9.899282e-09
                 0.9,         1.247745e-08
                   1,         1.631144e-08

