------------------------------------------------------------
 Current-Voltage
------------------------------------------------------------
Voltage, Current
                   0,                    0
                 0.1,         8.289858e-07
                 0.2,         1.447985e-06
                 0.3,         3.784251e-06
                 0.4,         4.985233e-06
                 0.5,         2.869357e-06
                 0.6,         3.304965e-06
                 0.7,         3.404797e-06
                 0.8,         4.352166e-06
                 0.9,         4.382142e-06
                   1,         4.702726e-06

