------------------------------------------------------------
 Current-Voltage
------------------------------------------------------------
Voltage, Current
                   0,                    0
                 0.1,          0.000149533
                 0.2,         0.0002867873
                 0.3,         0.0003842641
                 0.4,         0.0004121714
                 0.5,         0.0004451212
                 0.6,         0.0004665738
                 0.7,         0.0004854021
                 0.8,         0.0004961851
                 0.9,         0.0004993885
                   1,         0.0005069468

