------------------------------------------------------------
 Current-Voltage
------------------------------------------------------------
Voltage, Current
                   0,                    0
                 0.1,         7.496898e-05
                 0.2,         0.0001192152
                 0.3,         0.0001104041
                 0.4,         0.0001101642
                 0.5,         0.0001035086
                 0.6,         0.0001031263
                 0.7,         0.0001044153
                 0.8,         0.0001036389
                 0.9,         0.0001017336
                   1,         0.0001017395

