------------------------------------------------------------
 Current-Voltage
------------------------------------------------------------
Voltage, Current
                   0,                    0
                 0.1,         8.583658e-06
                 0.2,         7.133368e-06
                 0.3,         6.111492e-06
                 0.4,           7.7229e-06
                 0.5,         1.350672e-10
                 0.6,         1.350677e-10
                 0.7,         1.350677e-10
                 0.8,         1.350677e-10
                 0.9,         1.350677e-10
                   1,         1.350718e-10

