------------------------------------------------------------
 Current-Voltage
------------------------------------------------------------
Voltage, Current
                   0,                    0
                 0.1,         5.462922e-12
                 0.2,         3.585439e-14
                 0.3,         3.128868e-14
                 0.4,         3.990234e-09
                 0.5,         7.005724e-09
                 0.6,         9.702455e-09
                 0.7,         4.021709e-19
                 0.8,         3.165341e-08
                 0.9,         2.178635e-08
                   1,         2.500461e-08

