------------------------------------------------------------
 Current-Voltage
------------------------------------------------------------
Voltage, Current
                   0,                    0
                 0.1,         4.239475e-05
                 0.2,         4.923382e-05
                 0.3,         4.794526e-05
                 0.4,         4.957782e-05
                 0.5,         4.924102e-05
                 0.6,         4.957716e-05
                 0.7,         5.021826e-05
                 0.8,         5.006758e-05
                 0.9,         5.036633e-05
                   1,          5.00055e-05

